name,price,url,warning_text,img_src
The Songs of the Gods,£44.48,http://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/08/ad/08add5c58ff717da1b00d5dda3f7c637.jpg
The Testament of Mary,£52.67,http://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/06/a6/06a62270c0700ae3c537cf394cf145ee.jpg
The Star-Touched Queen,£46.02,http://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/ac/1a/ac1a0546d9cdf6cd82ab7712a6c418df.jpg
The Time Keeper,£27.88,http://books.toscrape.com/catalogue/the-time-keeper_766/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/37/d1/37d108ff5b19028a52ddd73dba35d543.jpg
The White Queen (The Cousins' War #1),£25.91,http://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/11/40/11400b5532ad710359584a68db50f33c.jpg
The Wedding Pact (The O'Malleys #2),£32.61,http://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/21/53/21539e305aa09ec40b36daa43db3f2fe.jpg
The Wright Brothers,£56.80,http://books.toscrape.com/catalogue/the-wright-brothers_769/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/51/98/51985c3a61a47b8de85239b9e3b2a938.jpg
The Year of Magical Thinking,£43.04,http://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/06/2a/062af372ae666a16fa7e67ced2d1187c.jpg
This Is Where It Ends,£27.12,http://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/8e/dc/8edc314a67ed5ddad7bd0a2f30ad3238.jpg
The Power of Habit: Why We Do What We Do in Life and Business,£16.88,http://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/03/be/03beffe578a7839374f7060639ce914d.jpg
The Marriage of Opposites,£28.08,http://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/33/8e/338e196723f3fb10d5c6990fe54be61d.jpg
That Darkness (Gardiner and Renner #1),£13.92,http://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/23/b8/23b81994234ac127d701db1531a08e48.jpg
The Lucifer Effect: Understanding How Good People Turn Evil,£10.40,http://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg
Tastes Like Fear (DI Marnie Rome #3),£10.69,http://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/74/9b/749bca168778cf35fdb2441a9d6b403f.jpg
The Long Haul (Diary of a Wimpy Kid #9),£44.07,http://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/b1/e6/b1e6c747381261cd6e60ac9d350c4bab.jpg
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,£15.77,http://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/c4/d7/c4d78673f6228b246d5d547c29eaa58b.jpg
The 14th Colony (Cotton Malone #11),£39.24,http://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/5b/3e/5b3e36ce7c82e9dd8b416a23531c0121.jpg
The Darkest Lie,£35.35,http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg
The Bane Chronicles (The Bane Chronicles #1-11),£44.73,http://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/e9/fe/e9fed5b725a6badd26ef93175fdc248b.jpg
The Dovekeepers,£48.78,http://books.toscrape.com/catalogue/the-dovekeepers_748/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg
The Immortal Life of Henrietta Lacks,£40.67,http://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/92/4d/924d855a0ad5774410b0bb7c71afa788.jpg
The Guilty (Will Robie #4),£13.82,http://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/7f/fd/7ffdc9c4b7bf965990c59460da9b66b7.jpg
The First Hostage (J.B. Collins #2),£25.85,http://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/81/3e/813e1d11126330de52d9368e78d116cc.jpg
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,£28.77,http://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/bc/eb/bceb609c54f7739682b319a27a5b9783.jpg
The Hidden Oracle (The Trials of Apollo #1),£52.26,http://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/7c/55/7c550a26f03e12343d0c6b4474b3eb1e.jpg
Take Me with You,£45.21,http://books.toscrape.com/catalogue/take-me-with-you_741/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/bd/ad/bdad8933d15df7d7c6f3a16a9315048b.jpg
The Last Mile (Amos Decker #2),£54.21,http://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/e6/dc/e6dcc8f75214eb14edc1ce09c98f3d71.jpg
The Literature Book (Big Ideas Simply Explained),£17.43,http://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/b7/95/b79552e4f08ebad6516f6ddefbb7bd92.jpg
The Loney,£23.40,http://books.toscrape.com/catalogue/the-loney_756/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/84/cc/84cc7f93a8c6c766a6297a23227e68e8.jpg
Swell: A Year of Waves,£45.58,http://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/7d/a6/7da658ca2d3fce1a9958fb754a179ba8.jpg
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),£11.89,http://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/31/32/3132ce8535ec612bf8588a5bc62998d4.jpg
Still Life with Bread Crumbs,£26.41,http://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/a3/eb/a3ebe1ca5df0d3ff3e3d2b8fb8b2a551.jpg
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",£38.39,http://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/0b/b8/0bb8bd42d6b58c7966ba67472a55f905.jpg
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,£21.95,http://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/c6/e5/c6e596ddbcd5d5f448d1bae14f2e09d3.jpg
Old School (Diary of a Wimpy Kid #10),£11.83,http://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/55/82/5582626cb185a8eb2914c15d5287afbd.jpg
Once Was a Time,£18.28,http://books.toscrape.com/catalogue/once-was-a-time_724/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",£52.15,http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/7f/6b/7f6bfd0fc24b974b4d7721899e93aa2c.jpg
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",£25.48,http://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/7a/23/7a2319e460168eff8d91828ff380849c.jpg
Pet Sematary,£10.56,http://books.toscrape.com/catalogue/pet-sematary_726/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/99/ef/99ef2f3987ee016bdd120a4579ef98f5.jpg
Robin War,£47.82,http://books.toscrape.com/catalogue/robin-war_730/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/08/e3/08e3fff11713d162620c920a2574e149.jpg
Rain Fish,£23.57,http://books.toscrape.com/catalogue/rain-fish_728/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/ea/1f/ea1f22fa3179f3f84fbadd24fe89a1fd.jpg
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",£50.89,http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/68/92/68922093080c377fa521ba64d8d372e1.jpg
salt.,£46.78,http://books.toscrape.com/catalogue/salt_731/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/c9/92/c9924f9637aef6d9fc8e165be62f69ee.jpg
See America: A Celebration of Our National Parks & Treasured Sites,£48.87,http://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/c7/1a/c71a85dbf8c2dbc75cb271026618477c.jpg
Shtum,£55.84,http://books.toscrape.com/catalogue/shtum_733/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/63/62/63623a0b014b1f26e49aa61786e6e708.jpg
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",£35.43,http://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/53/ea/53ead08572cc44510da38edf559722d1.jpg
Someone Like You (The Harrisons #2),£52.79,http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/03/67/03672d82cd257167775d88568d2cce38.jpg
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,£44.74,http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/5d/a5/5da545b9d44464af8b3d0a9511a050ca.jpg
Steve Jobs,£39.50,http://books.toscrape.com/catalogue/steve-jobs_737/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/70/a4/70a49dbcdbbdbc8b7264d254d8197ecd.jpg
Lady Midnight (The Dark Artifices #1),£16.28,http://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/bb/80/bb80ecf408c9ecf1cc3652fa8947d245.jpg
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",£46.91,http://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/b3/20/b3201b03b2fd03915b1f85522be971af.jpg
Island of Dragons (Unwanteds #7),£29.65,http://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/0f/65/0f6563cce3cc893cde20b088f6fd4107.jpg
Let It Out: A Journey Through Journaling,£26.79,http://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/2c/15/2c157b05b7b7014be2a05a5bdeca80e7.jpg
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",£19.55,http://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/38/08/380869ceca4ab70f8620b02187bdf60a.jpg
Looking for Lovely: Collecting the Moments that Matter,£29.14,http://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/f8/c7/f8c761844f257fed04cce95f9506cba4.jpg
Love Is a Mix Tape (Music #1),£18.03,http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg
Lowriders to the Center of the Earth (Lowriders in Space #2),£51.51,http://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/30/d0/30d033fe3d7be21522498ce2b30d58d6.jpg
Luckiest Girl Alive,£49.83,http://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/2d/61/2d6124f9d5328469e7ce5e4c04326ca5.jpg
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,£25.98,http://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/04/ab/04ab560690b2383512d2fdf4c6366b1e.jpg
Luis Paints the World,£53.95,http://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg
Made to Stick: Why Some Ideas Survive and Others Die,£38.85,http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/1e/3e/1e3e1572e17ade03b21c44617fbc4d68.jpg
More Than Music (Chasing the Dream #1),£37.61,http://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg
Mr. Mercedes (Bill Hodges Trilogy #1),£28.90,http://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/65/7f/657f9a3b7c0579c7fa499dddddd59422.jpg
My Kind of Crazy,£40.36,http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg
My Mrs. Brown,£24.48,http://books.toscrape.com/catalogue/my-mrs-brown_719/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/2d/a3/2da3464fa2010bebedfba9eca77e42be.jpg
"Hush, Hush (Hush, Hush #1)",£47.02,http://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/0d/e9/0de97404e7bbd00d7aa6cd429b0de1da.jpg
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",£14.75,http://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/25/1d/251df0eb9b321159b0ee348d4a9da2af.jpg
I Am Pilgrim (Pilgrim #1),£10.60,http://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/8d/a3/8da36f821f35b795a3a420c84ca9737e.jpg
My Name Is Lucy Barton,£41.56,http://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/28/db/28db43984c765a1d02fd3495f5c52eb6.jpg
Hold Your Breath (Search and Rescue #1),£28.82,http://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/3d/4d/3d4d8e92429144f6c807adc4b15b7f80.jpg
Dear Mr. Knightley,£11.21,http://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/e1/8d/e18dc724d16d7501dcaaa56bdb49c16d.jpg
Greek Mythic History,£10.23,http://books.toscrape.com/catalogue/greek-mythic-history_698/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/b0/45/b04568c8b10a2aef00eaecafefac7ee0.jpg
Hamilton: The Revolution,£58.79,http://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/03/1f/031f508a4a8ef70743ea7e9d4f598d38.jpg
Crazy Love: Overwhelmed by a Relentless God,£47.72,http://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/5d/34/5d344393618369df3f560e018b1d9853.jpg
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),£37.51,http://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg
Doctor Sleep (The Shining #2),£40.12,http://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/30/05/30053f9d8549febc67059c52fca65744.jpg
Cometh the Hour (The Clifton Chronicles #6),£25.01,http://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/a0/f6/a0f6ff77c5f4604f88b1c74bbf669995.jpg
Daily Fantasy Sports,£36.58,http://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/f6/65/f6656d023fae1a6219bbe85219d59fd2.jpg
Don't Get Caught,£55.35,http://books.toscrape.com/catalogue/dont-get-caught_687/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg
"Eat Fat, Get Thin",£54.07,http://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/a7/6b/a76b04d5de0b2f8f038c9ac27f4d2a42.jpg
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",£51.75,http://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/8e/93/8e93f7095bcb98006b620dae07ef5514.jpg
Eight Hundred Grapes,£14.39,http://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/5b/34/5b34d6d54467af2d5e44a5f91031adf2.jpg
El Deafo,£57.62,http://books.toscrape.com/catalogue/el-deafo_691/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/95/4b/954b63f24b0e4c1c5ce494b33f694b73.jpg
Eligible (The Austen Project #4),£27.09,http://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/0a/9a/0a9a0b211bee87b544bd97a8320a0b73.jpg
Every Last Word,£46.47,http://books.toscrape.com/catalogue/every-last-word_693/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/c8/2d/c82df316ba150c761cd0b42b05930697.jpg
God: The Most Unpleasant Character in All Fiction,£30.03,http://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg
Glory over Everything: Beyond The Kitchen House,£45.84,http://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/06/ac/06ac98df817412ce2419c4509fa98c80.jpg
Feathers: Displays of Brilliant Plumage,£49.05,http://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/0a/d4/0ad48326a0d2dbda145c94e1d50ef673.jpg
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",£15.06,http://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/65/c4/65c4530fe298242e8b64c9ab8dd0c2d6.jpg
Clockwork Angel (The Infernal Devices #1),£44.14,http://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/2f/9f/2f9ff4e4be85da448b02108171b54c3b.jpg
Code Name Verity (Code Name Verity #1),£22.13,http://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg
Angels & Demons (Robert Langdon #1),£51.48,http://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/c2/fd/c2fd7fed7aa38d095127d2ec62726b17.jpg
Angels Walking (Angels Walking #1),£34.20,http://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),£58.14,http://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,£50.62,http://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/4e/92/4e92fef6b2d96fb732480c484dcb1a98.jpg
Balloon Animals,£17.03,http://books.toscrape.com/catalogue/balloon-animals_665/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/f3/fc/f3fc38185b3b6ede38fd9dea2590c01f.jpg
Art Ops Vol. 1,£48.80,http://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html, This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,../../media/cache/36/36/3636bc73e33a70300d8265667373d622.jpg
